graph,trial_number,trial_type,start,start_node,move,move_direction,cue,cue_node,operator,direction,probe1,probe2,target_node,target,lure,correct,lure_distance,experiment_condition,block,instruction_text,sub_block
graph_1,108,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/gravy boat_a.png,stim/hedge shears_a.png,node_1,stim/gravy boat_a.png,node_6,left,2.0,associative_learning,1,,3.0
graph_1,109,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/pool table_b.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_3,right,1.0,associative_learning,1,,3.0
graph_1,110,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/hedge shears_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_6,right,1.0,associative_learning,1,,3.0
graph_1,111,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/binder_a.png,stim/paper lantern_b.png,node_2,stim/binder_a.png,node_4,left,2.0,associative_learning,1,,3.0
graph_1,112,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Kleeg,west,stim/disco ball_a.png,stim/gravy boat_a.png,node_1,stim/gravy boat_a.png,node_5,right,1.0,associative_learning,1,,3.0
graph_1,113,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/binder_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_2,right,1.0,associative_learning,1,,3.0
graph_1,114,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/disco ball_a.png,stim/gravy boat_a.png,node_1,stim/gravy boat_a.png,node_5,right,2.0,associative_learning,1,,3.0
graph_1,115,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/paper lantern_b.png,stim/binder_a.png,node_4,stim/paper lantern_b.png,node_2,left,1.0,associative_learning,1,,3.0
graph_1,116,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/gravy boat_a.png,stim/pool table_b.png,node_1,stim/gravy boat_a.png,node_3,left,2.0,associative_learning,1,,3.0
graph_1,117,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Datton,east,stim/hedge shears_a.png,stim/binder_a.png,node_2,stim/binder_a.png,node_6,right,1.0,associative_learning,1,,3.0
graph_1,118,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/disco ball_a.png,stim/gravy boat_a.png,node_5,stim/disco ball_a.png,node_1,left,1.0,associative_learning,1,,3.0
graph_1,119,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Kleeg,west,stim/gravy boat_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_1,right,2.0,associative_learning,1,,3.0
graph_1,120,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/disco ball_a.png,stim/hedge shears_a.png,node_5,stim/disco ball_a.png,node_6,left,1.0,associative_learning,1,,3.0
graph_1,121,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Datton,east,stim/hedge shears_a.png,stim/paper lantern_b.png,node_6,stim/hedge shears_a.png,node_4,left,1.0,associative_learning,1,,3.0
graph_1,122,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/pool table_b.png,stim/paper lantern_b.png,node_3,stim/pool table_b.png,node_4,left,3.0,associative_learning,1,,3.0
graph_1,123,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/hedge shears_a.png,stim/gravy boat_a.png,node_6,stim/hedge shears_a.png,node_1,left,2.0,associative_learning,1,,3.0
graph_1,124,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/disco ball_a.png,stim/pool table_b.png,node_3,stim/pool table_b.png,node_5,right,2.0,associative_learning,1,,3.0
graph_1,125,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/hedge shears_a.png,stim/binder_a.png,node_6,stim/hedge shears_a.png,node_2,left,1.0,associative_learning,1,,3.0
graph_1,126,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/paper lantern_b.png,stim/pool table_b.png,node_3,stim/pool table_b.png,node_4,right,3.0,associative_learning,1,,3.0
graph_1,0,performance_feedback,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,associative_learning,1,,3.0
graph_1,127,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Kleeg,west,stim/binder_a.png,stim/disco ball_a.png,node_2,stim/binder_a.png,node_5,left,2.0,associative_learning,1,,4.0
graph_1,128,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/disco ball_a.png,stim/pool table_b.png,node_5,stim/disco ball_a.png,node_3,left,1.0,associative_learning,1,,4.0
graph_1,129,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/binder_a.png,stim/pool table_b.png,node_2,stim/binder_a.png,node_3,left,2.0,associative_learning,1,,4.0
graph_1,130,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/hedge shears_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_6,right,1.0,associative_learning,1,,4.0
graph_1,131,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Kleeg,west,stim/paper lantern_b.png,stim/gravy boat_a.png,node_4,stim/paper lantern_b.png,node_1,left,2.0,associative_learning,1,,4.0
graph_1,132,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/binder_a.png,stim/gravy boat_a.png,node_1,stim/gravy boat_a.png,node_2,right,2.0,associative_learning,1,,4.0
graph_1,133,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Datton,east,stim/pool table_b.png,stim/binder_a.png,node_2,stim/binder_a.png,node_3,right,2.0,associative_learning,1,,4.0
graph_1,134,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/disco ball_a.png,stim/hedge shears_a.png,node_5,stim/disco ball_a.png,node_6,left,1.0,associative_learning,1,,4.0
graph_1,135,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/paper lantern_b.png,stim/binder_a.png,node_2,stim/binder_a.png,node_4,right,2.0,associative_learning,1,,4.0
graph_1,136,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Kleeg,west,stim/gravy boat_a.png,stim/disco ball_a.png,node_1,stim/gravy boat_a.png,node_5,left,1.0,associative_learning,1,,4.0
graph_1,137,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/binder_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_2,right,1.0,associative_learning,1,,4.0
graph_1,138,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/gravy boat_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_1,right,1.0,associative_learning,1,,4.0
graph_1,139,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/hedge shears_a.png,stim/binder_a.png,node_2,stim/binder_a.png,node_6,right,2.0,associative_learning,1,,4.0
graph_1,140,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Datton,east,stim/paper lantern_b.png,stim/pool table_b.png,node_3,stim/pool table_b.png,node_4,right,1.0,associative_learning,1,,4.0
graph_1,141,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/binder_a.png,stim/hedge shears_a.png,node_6,stim/hedge shears_a.png,node_2,right,2.0,associative_learning,1,,4.0
graph_1,142,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/pool table_b.png,stim/gravy boat_a.png,node_3,stim/pool table_b.png,node_1,left,3.0,associative_learning,1,,4.0
graph_1,143,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Kleeg,west,stim/binder_a.png,stim/disco ball_a.png,node_2,stim/binder_a.png,node_5,left,2.0,associative_learning,1,,4.0
graph_1,144,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Kleeg,west,stim/pool table_b.png,stim/gravy boat_a.png,node_1,stim/gravy boat_a.png,node_3,right,1.0,associative_learning,1,,4.0
graph_1,145,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/paper lantern_b.png,stim/binder_a.png,node_4,stim/paper lantern_b.png,node_2,left,1.0,associative_learning,1,,4.0
graph_1,146,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/gravy boat_a.png,stim/pool table_b.png,node_1,stim/gravy boat_a.png,node_3,left,2.0,associative_learning,1,,4.0
graph_1,147,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Datton,east,stim/paper lantern_b.png,stim/binder_a.png,node_2,stim/binder_a.png,node_4,right,2.0,associative_learning,1,,4.0
graph_1,148,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/hedge shears_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_6,right,1.0,associative_learning,1,,4.0
graph_1,149,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Kleeg,west,stim/paper lantern_b.png,stim/gravy boat_a.png,node_4,stim/paper lantern_b.png,node_1,left,2.0,associative_learning,1,,4.0
graph_1,150,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/disco ball_a.png,stim/pool table_b.png,node_5,stim/disco ball_a.png,node_3,left,1.0,associative_learning,1,,4.0
graph_1,151,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Datton,east,stim/hedge shears_a.png,stim/paper lantern_b.png,node_6,stim/hedge shears_a.png,node_4,left,2.0,associative_learning,1,,4.0
graph_1,152,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/pool table_b.png,stim/disco ball_a.png,node_3,stim/pool table_b.png,node_5,left,1.0,associative_learning,1,,4.0
graph_1,153,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/hedge shears_a.png,stim/binder_a.png,node_6,stim/hedge shears_a.png,node_2,left,2.0,associative_learning,1,,4.0
graph_1,154,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/disco ball_a.png,stim/pool table_b.png,node_3,stim/pool table_b.png,node_5,right,3.0,associative_learning,1,,4.0
graph_1,155,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Kleeg,west,stim/gravy boat_a.png,stim/binder_a.png,node_2,stim/binder_a.png,node_1,right,2.0,associative_learning,1,,4.0
graph_1,156,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Datton,east,stim/hedge shears_a.png,stim/pool table_b.png,node_3,stim/pool table_b.png,node_6,right,2.0,associative_learning,1,,4.0
graph_1,157,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/hedge shears_a.png,stim/gravy boat_a.png,node_6,stim/hedge shears_a.png,node_1,left,2.0,associative_learning,1,,4.0
graph_1,158,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Kleeg,west,stim/pool table_b.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_3,right,2.0,associative_learning,1,,4.0
graph_1,159,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/binder_a.png,stim/paper lantern_b.png,node_2,stim/binder_a.png,node_4,left,1.0,associative_learning,1,,4.0
graph_1,160,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Datton,east,stim/pool table_b.png,stim/disco ball_a.png,node_3,stim/pool table_b.png,node_5,left,1.0,associative_learning,1,,4.0
graph_1,161,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Kleeg,west,stim/binder_a.png,stim/hedge shears_a.png,node_2,stim/binder_a.png,node_6,left,1.0,associative_learning,1,,4.0
graph_1,162,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/gravy boat_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_1,right,1.0,associative_learning,1,,4.0
graph_1,163,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Datton,east,stim/hedge shears_a.png,stim/binder_a.png,node_6,stim/hedge shears_a.png,node_2,left,1.0,associative_learning,1,,4.0
graph_1,164,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Kleeg,west,stim/pool table_b.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_3,right,2.0,associative_learning,1,,4.0
graph_1,165,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/binder_a.png,stim/paper lantern_b.png,node_2,stim/binder_a.png,node_4,left,1.0,associative_learning,1,,4.0
graph_1,166,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Kleeg,west,stim/gravy boat_a.png,stim/hedge shears_a.png,node_1,stim/gravy boat_a.png,node_6,left,1.0,associative_learning,1,,4.0
graph_1,167,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/binder_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_2,right,1.0,associative_learning,1,,4.0
graph_1,168,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/pool table_b.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_3,right,1.0,associative_learning,1,,4.0
graph_1,0,performance_feedback,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,associative_learning,1,,4.0
graph_1,0,instruction,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,associative_learning,2,"In the next section, you will continue answering questions about the relationships between objects.",1.0
graph_1,1,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Kleeg,west,stim/binder_a.png,stim/hedge shears_a.png,node_2,stim/binder_a.png,node_6,left,2.0,associative_learning,2,,1.0
graph_1,2,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Kleeg,west,stim/gravy boat_a.png,stim/paper lantern_b.png,node_1,stim/gravy boat_a.png,node_4,left,1.0,associative_learning,2,,1.0
graph_1,3,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Datton,east,stim/pool table_b.png,stim/binder_a.png,node_2,stim/binder_a.png,node_3,right,2.0,associative_learning,2,,1.0
graph_1,4,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/disco ball_a.png,stim/gravy boat_a.png,node_5,stim/disco ball_a.png,node_1,left,1.0,associative_learning,2,,1.0
graph_1,5,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/pool table_b.png,stim/binder_a.png,node_2,stim/binder_a.png,node_3,right,2.0,associative_learning,2,,1.0
graph_1,6,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/hedge shears_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_6,right,1.0,associative_learning,2,,1.0
graph_1,7,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Datton,east,stim/hedge shears_a.png,stim/binder_a.png,node_6,stim/hedge shears_a.png,node_2,left,1.0,associative_learning,2,,1.0
graph_1,8,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Kleeg,west,stim/disco ball_a.png,stim/gravy boat_a.png,node_5,stim/disco ball_a.png,node_1,left,3.0,associative_learning,2,,1.0
graph_1,9,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Kleeg,west,stim/binder_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_2,right,1.0,associative_learning,2,,1.0
graph_1,10,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/gravy boat_a.png,stim/disco ball_a.png,node_1,stim/gravy boat_a.png,node_5,left,1.0,associative_learning,2,,1.0
graph_1,11,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Datton,east,stim/binder_a.png,stim/paper lantern_b.png,node_2,stim/binder_a.png,node_4,left,2.0,associative_learning,2,,1.0
graph_1,12,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Datton,east,stim/pool table_b.png,stim/disco ball_a.png,node_3,stim/pool table_b.png,node_5,left,1.0,associative_learning,2,,1.0
graph_1,13,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/hedge shears_a.png,stim/binder_a.png,node_6,stim/hedge shears_a.png,node_2,left,2.0,associative_learning,2,,1.0
graph_1,14,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Kleeg,west,stim/gravy boat_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_1,right,3.0,associative_learning,2,,1.0
graph_1,15,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/pool table_b.png,stim/binder_a.png,node_2,stim/binder_a.png,node_3,right,2.0,associative_learning,2,,1.0
graph_1,16,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/paper lantern_b.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_4,right,2.0,associative_learning,2,,1.0
graph_1,17,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Kleeg,west,stim/hedge shears_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_6,right,1.0,associative_learning,2,,1.0
graph_1,18,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/binder_a.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_2,right,1.0,associative_learning,2,,1.0
graph_1,19,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Datton,east,stim/hedge shears_a.png,stim/gravy boat_a.png,node_6,stim/hedge shears_a.png,node_1,left,2.0,associative_learning,2,,1.0
graph_1,20,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/pool table_b.png,stim/disco ball_a.png,node_3,stim/pool table_b.png,node_5,left,1.0,associative_learning,2,,1.0
graph_1,21,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Kleeg,west,stim/binder_a.png,stim/disco ball_a.png,node_2,stim/binder_a.png,node_5,left,2.0,associative_learning,2,,1.0
graph_1,22,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Reto,south,stim/paper lantern_b.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_4,right,1.0,associative_learning,2,,1.0
graph_1,23,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/pool table_b.png,stim/binder_a.png,node_2,stim/binder_a.png,node_3,right,2.0,associative_learning,2,,1.0
graph_1,24,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Kleeg,west,stim/hedge shears_a.png,stim/gravy boat_a.png,node_1,stim/gravy boat_a.png,node_6,right,2.0,associative_learning,2,,1.0
graph_1,25,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/paper lantern_b.png,stim/disco ball_a.png,node_4,stim/paper lantern_b.png,node_5,left,1.0,associative_learning,2,,1.0
graph_1,26,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/disco ball_a.png,stim/hedge shears_a.png,node_5,stim/disco ball_a.png,node_6,left,1.0,associative_learning,2,,1.0
graph_1,27,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Datton,east,stim/gravy boat_a.png,stim/hedge shears_a.png,node_6,stim/hedge shears_a.png,node_1,right,2.0,associative_learning,2,,1.0
graph_1,28,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Kleeg,west,stim/paper lantern_b.png,stim/disco ball_a.png,node_5,stim/disco ball_a.png,node_4,right,2.0,associative_learning,2,,1.0
graph_1,29,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Shog,north,stim/binder_a.png,stim/pool table_b.png,node_2,stim/binder_a.png,node_3,left,2.0,associative_learning,2,,1.0
graph_1,30,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Kleeg,west,stim/paper lantern_b.png,stim/gravy boat_a.png,node_1,stim/gravy boat_a.png,node_4,right,1.0,associative_learning,2,,1.0
graph_1,31,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/paper lantern_b.png,stim/binder_a.png,node_4,stim/paper lantern_b.png,node_2,left,1.0,associative_learning,2,,1.0
graph_1,32,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/disco ball_a.png,stim/hedge shears_a.png,node_5,stim/disco ball_a.png,node_6,left,1.0,associative_learning,2,,1.0
graph_1,33,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Kleeg,west,stim/pool table_b.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_3,right,2.0,associative_learning,2,,1.0
graph_1,34,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/disco ball_a.png,stim/gravy boat_a.png,node_1,stim/gravy boat_a.png,node_5,right,2.0,associative_learning,2,,1.0
graph_1,35,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/binder_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_2,right,1.0,associative_learning,2,,1.0
graph_1,36,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/gravy boat_a.png,stim/pool table_b.png,node_1,stim/gravy boat_a.png,node_3,left,2.0,associative_learning,2,,1.0
graph_1,37,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Reto,south,stim/binder_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_2,right,1.0,associative_learning,2,,1.0
graph_1,38,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Datton,east,stim/disco ball_a.png,stim/gravy boat_a.png,node_5,stim/disco ball_a.png,node_1,left,1.0,associative_learning,2,,1.0
graph_1,39,prediction,n/a,n/a,n/a,n/a,stim/disco ball_a.png,node_5,Kleeg,west,stim/gravy boat_a.png,stim/paper lantern_b.png,node_4,stim/paper lantern_b.png,node_1,right,2.0,associative_learning,2,,1.0
graph_1,40,prediction,n/a,n/a,n/a,n/a,stim/paper lantern_b.png,node_4,Shog,north,stim/gravy boat_a.png,stim/disco ball_a.png,node_1,stim/gravy boat_a.png,node_5,left,2.0,associative_learning,2,,1.0
graph_1,41,prediction,n/a,n/a,n/a,n/a,stim/gravy boat_a.png,node_1,Datton,east,stim/binder_a.png,stim/paper lantern_b.png,node_2,stim/binder_a.png,node_4,left,1.0,associative_learning,2,,1.0
graph_1,42,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Datton,east,stim/pool table_b.png,stim/hedge shears_a.png,node_3,stim/pool table_b.png,node_6,left,2.0,associative_learning,2,,1.0
graph_1,43,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/gravy boat_a.png,stim/hedge shears_a.png,node_6,stim/hedge shears_a.png,node_1,right,2.0,associative_learning,2,,1.0
graph_1,44,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/paper lantern_b.png,stim/pool table_b.png,node_3,stim/pool table_b.png,node_4,right,2.0,associative_learning,2,,1.0
graph_1,45,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Kleeg,west,stim/hedge shears_a.png,stim/binder_a.png,node_2,stim/binder_a.png,node_6,right,2.0,associative_learning,2,,1.0
graph_1,46,prediction,n/a,n/a,n/a,n/a,stim/binder_a.png,node_2,Datton,east,stim/disco ball_a.png,stim/pool table_b.png,node_3,stim/pool table_b.png,node_5,right,1.0,associative_learning,2,,1.0
graph_1,47,prediction,n/a,n/a,n/a,n/a,stim/pool table_b.png,node_3,Reto,south,stim/hedge shears_a.png,stim/binder_a.png,node_6,stim/hedge shears_a.png,node_2,left,1.0,associative_learning,2,,1.0
graph_1,48,prediction,n/a,n/a,n/a,n/a,stim/hedge shears_a.png,node_6,Shog,north,stim/pool table_b.png,stim/gravy boat_a.png,node_3,stim/pool table_b.png,node_1,left,3.0,associative_learning,2,,1.0
graph_1,0,performance_feedback,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,associative_learning,2,,1.0
graph_2,0,instruction,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,associative_learning,3,"You will see the same relationship words as before, but now they will be describing relationships between new objects.",1.0
graph_2,1,prediction,n/a,n/a,n/a,n/a,stim/trampoline_a.png,node_5,Datton,east,stim/sunflower_a.png,stim/pretzel_b.png,node_6,stim/sunflower_a.png,node_2,left,2.0,associative_learning,3,,1.0
graph_2,2,prediction,n/a,n/a,n/a,n/a,stim/sunflower_a.png,node_6,Kleeg,west,stim/guitar amplifier_b.png,stim/trampoline_a.png,node_5,stim/trampoline_a.png,node_3,right,3.0,associative_learning,3,,1.0
graph_2,3,prediction,n/a,n/a,n/a,n/a,stim/trampoline_a.png,node_5,Shog,north,stim/television_b.png,stim/pretzel_b.png,node_2,stim/pretzel_b.png,node_4,right,2.0,associative_learning,3,,1.0
graph_2,4,prediction,n/a,n/a,n/a,n/a,stim/pretzel_b.png,node_2,Reto,south,stim/trampoline_a.png,stim/circular saw blade_b.png,node_5,stim/trampoline_a.png,node_1,left,1.0,associative_learning,3,,1.0
graph_2,5,prediction,n/a,n/a,n/a,n/a,stim/trampoline_a.png,node_5,Kleeg,west,stim/sunflower_a.png,stim/television_b.png,node_4,stim/television_b.png,node_6,right,1.0,associative_learning,3,,1.0
graph_2,6,prediction,n/a,n/a,n/a,n/a,stim/television_b.png,node_4,Shog,north,stim/circular saw blade_b.png,stim/trampoline_a.png,node_1,stim/circular saw blade_b.png,node_5,left,1.0,associative_learning,3,,1.0
graph_2,7,prediction,n/a,n/a,n/a,n/a,stim/circular saw blade_b.png,node_1,Reto,south,stim/television_b.png,stim/trampoline_a.png,node_4,stim/television_b.png,node_5,left,1.0,associative_learning,3,,1.0
graph_2,8,prediction,n/a,n/a,n/a,n/a,stim/television_b.png,node_4,Shog,north,stim/pretzel_b.png,stim/circular saw blade_b.png,node_1,stim/circular saw blade_b.png,node_2,right,2.0,associative_learning,3,,1.0
graph_2,9,prediction,n/a,n/a,n/a,n/a,stim/circular saw blade_b.png,node_1,Reto,south,stim/guitar amplifier_b.png,stim/television_b.png,node_4,stim/television_b.png,node_3,right,2.0,associative_learning,3,,1.0
graph_2,10,prediction,n/a,n/a,n/a,n/a,stim/television_b.png,node_4,Datton,east,stim/trampoline_a.png,stim/sunflower_a.png,node_5,stim/trampoline_a.png,node_6,left,1.0,associative_learning,3,,1.0
